Debugger_CloseMessage_NoGame,This will close the debugger and permanently discard all collected data.,Dies schließt den Debugger und verwirft alle gesammelten Daten dauerhaft.,,Close debugger without a running game
Debugger_CloseMessage_Game,This will close the game and the debugger and permanently discard all collected data.,Dies schließt das Spiel und den Debugger und verwirft alle gesammelten Daten dauerhaft.,,Close debugger with a running game
Debugger_Pref_AutomaticCloseChoice,Automatic response to closing the debugger,Automatische Reaktion auf Debugger-Schließung,,Close automatic choice message
Debugger_CodeError,Code Error,Codefehler,,debugger code error dialog title
Debugger_FetchingTextures,Fetching images...,Abruf von Bildern...,,debugger texture image fetch label
Debugger_RefreshTextures_Tooltip,Load texture/surface images from the target,Textur-/Oberflächenbilder von Ziel laden,,debugger texture refresh button tooltip
Help_BufferId,The buffer id is an integer value starting at zero and increments when a new buffer is created.\nView the contents of the buffer with a given id.,"Die Puffer-ID ist ein Integerwert, der bei Null beginnt und sich erhöht, wenn ein neuer Puffer erstellt wird.\nZeigen Sie die Inhalte des Puffers mit einer bestimmten ID an.",,Help tip
Help_eProfileFilterType_eGML,"Show only samples for my code, excluding the underlying engine code.","Nur Ausschnitte meines Code zeigen, ohne den zugrundeliegenden Engine-Code.",,Help tip
Help_eProfileFilterType_eEngine,"Show only samples for the underlying engine code, excluding my code.","Nur Ausschnitte des zugrundeliegenden Engine-Codes anzeigen, ohne meinen Code.",,Help tip
Help_eProfileFilterType_eCombined,Show samples for my code and the underlying engine code.,Beispiele für meinen Code und den zugrundeliegenden Engine-Code anzeigen,,Help tip
Help_eProfileViewType_eTree,"Show samples in a top-down hierarchy, with the most detailed parts at the bottom of the tree.","Ausschnitte in einer absteigenden Hierarchie anzeigen, mit den ausführlichsten Teilen am Ende des Baums.",,Help tip
Help_eProfileViewType_eBottomUp,"Show samples in a bottom-up hierarchy, with the most detailed parts at the top of the tree.","Ausschnitte in einer aufsteigenden Hierarchie anzeigen, mit den ausführlichsten Teilen am Anfang des Baums.",,Help tip
Help_TextureView,Show all textures in use by the game.,Alle vom Spiel verwendeten Texturen anzeigen,,Help tip
Help_SurfaceView,Show all dynamically created surfaces currently in memory.,"Alle dynamisch erstellten Oberflächen anzeigen, die aktuell im Speicher sind",,help tip
ListBoxEnum_eProfileFilterType_eGML,My Code,Mein Code,,User code filter
ListBoxEnum_eProfileFilterType_eEngine,Engine Code,Engine-Code,,Engine code filter
ListBoxEnum_eProfileFilterType_eCombined,Combined,Kombiniert,,Combined code filter
ListBoxEnum_eProfileViewType_eTree,Top-down,Von oben nach unten,,Debugger profiler view
ListBoxEnum_eProfileViewType_eBottomUp,Bottom-up,Von unten nach oben,,Debugger profiler view
Marketplace_MyLibrary_NoAvgRatingTooltip,This asset hasn't received enough reviews yet.,Dieses Asset wurde noch nicht ausreichend bewertet.,,Not enough reviews tooltip
Marketplace_MyLibrary_AvgRatingTooltip,Average rating.,Durchschnittliche Bewertung.,,Not enough reviews tooltip
LinkLabel_Browser,Browser,Browser,,Link label default localisation title
Marketplace_MyLibrary_ServerNotResponding,Server is not responding.,Server reagiert nicht,,Server not responding error message
Marketplace_MyLibrary_RequestCancelled,The request was cancelled before completion.,Die Anfrage wurde vor dem Abschluss abgebrochen.,,Request cancelled error message
Marketplace_MyLibrary_ErrorTitle,An Error Occurred,Ein Fehler ist aufgetreten,,Error occurred title
ExtEditor_ToolTip_Name,Update the extension name,Erweiterungsname aktualisieren,,tooltip
ExtEditor_ToolTip_VersionNumber_Major,Set the major version number,Große Versionsnummer festlegen,,tooltip
ExtEditor_ToolTip_VersionNumber_Minor,Set the minor version number,Kleine Versionsnummer festlegen,,tooltip
ExtEditor_ToolTip_VersionNumber_Patch,Set the patch number,Patch-Nummer festlegen,,tooltip
ExtEditor_ToolTip_AddRemoveResource,Add or Remove resource,Ressource hinzufügen oder entfernen,,tooltip
ExtEditor_ToolTip_TogglePlatformSettings,Toggle extra platforms,Weitere Plattformen ein/aus,,tooltip
ExtEditor_ToolTip_AddProxyFile,Add Proxy File,Proxy-Datei hinzufügen,,tooltip
ExtEditor_ToolTip_RemoveProxyFile,Remove Proxy File,Proxy-Datei entfernen,,tooltip
ExtEditor_ToolTip_UncompressAsZipFile,Check to uncompress this file after being copied to the target platform,"Aktivieren, wenn diese Datei nach dem Kopieren auf die Zielplattform dekomprimiert werden soll",,tooltip
ExtEditor_ToolTip_SelectInitFunction,Select Init function,Init-Funktion wählen,,tooltip
ExtEditor_ToolTip_SelectFinalFunction,Select Final function,Final-Funktion wählen,,tooltip
ExtEditor_ToolTip_AddArgument,Add Argument,Argument hinzufügen,,tooltip
ExtEditor_ToolTip_RemoveArgument,Remove Argument,Argument entfernen,,tooltip
ExtEditor_ToolTip_SetFunctionName,Set Function Name,Funktionsname festlegen,,tooltip
ExtEditor_ToolTip_SetExternalName,Set External Name,Externen Namen festlegen,,tooltip
ExtEditor_ToolTip_SetReturnType,Set Return Type,Rückgabetyp festlegen,,tooltip
ExtEditor_ToolTip_SetScriptingHelp,Set help text,Hilfetext festlegen,,tooltip
ExtEditor_ToolTip_VarArgs,GML functions can support variable arguments,GML-Funktionen unterstützen variable Argumente,,tooltip
ExtEditor_ToolTip_SetMacroName,Set Macro Name,Makroname festlegen,,tooltip
ExtEditor_ToolTip_SetMacroValue,Set Macro Value,Makrowert festlegen,,tooltip
ExtEditor_Tooltip_SetClassName,Set Class Name,Klassennamen festlegen,,tooltip
ExtEditor_Tooltip_GradleDependancies,Entries for injecting into the Gradle build system,Einträge für das Einfügen in das Gradle Build-System,,tooltip
ExtEditor_Tooltip_ManifestAdditions,Entries for injecting into the Android Manifest file,Einträge für das Einfügen in die Android Manifest-Datei,,tooltip
ExtEditor_Tooltip_ManifestApplicationAdditions,Entries for injecting into the Android Manifest Application,Einträge für das Einfügen in die Android Manifest-Anwendung,,tooltip
ExtEditor_Tooltip_ManifestActivityAdditions,Entries for injecting into the Android Manifest Activity,Einträge für das Einfügen in die Android Manifest-Aktivität,,tooltip
ExtEditor_Tooltip_AddPermission,Add Permission,Berechtigung hinzufügen,,tooltip
ExtEditor_Tooltip_RemovePermission,Remove Permission,Berechtigung entfernen,,tooltip
ExtEditor_Tooltip_AndroidAddSDK,Add Android SDK,Android SDK hinzufügen,,tooltip
ExtEditor_Tooltip_AndroidAddSource,Add Folder Containing Android Source files,Ordner mit Android-Quelldateien hinzufügen,,tooltip
ExtEditor_Tooltip_CompilerFlags,Flags used when compiling imported source files,Beim Kompilieren importierter Quelldateien verwendete Flags,,tooltip
ExtEditor_Tooltip_LinkerFlags,Flags to be used when linking imported source files,Beim Linken importierter Quelldateien verwendete Flags,,tooltip
ExtEditor_Tooltip_AddSysFramework,Add system framework entry,System-Framework-Eintrag hinzufügen,,tooltip
ExtEditor_Tooltip_RemoveSysFramework,Remove selected framework,Ausgewähltes Framework entfernen,,tooltip
ExtEditor_Tooltip_Add3rdFramework,Add third-party framework entry,Drittanbieter-Framework-Eintrag hinzufügen,,tooltip
ExtEditor_Tooltip_Remove3rdFramework,Remove selected framework,Ausgewähltes Framework entfernen,,tooltip
ExtEditor_Tooltip_FrameworkPathOnMac,Full path on Mac to import framework from,Voller Pfad auf Mac zum Framework-Import,,tooltip
ExtEditor_Tooltip_AddFrameworkFromMac,Import from Mac,Importieren von Mac,,tooltip
ExtEditor_Tooltip_iOS_AddSource,Add local source folder,Lokalen Quellordner hinzufügen,,tooltip
GMLVisual_StoryPanel_Empty,An overview will appear here when you add an action,"Eine Übersicht erscheint hier, wenn Sie eine Aktion hinzufügen",,Empty panel text
allowoverlappingchains_description,Workspace chains can overlap,Workspace-Ketten können sich überschneiden,,preference description for whether we allow overlapping chains
IcoFailedLoad,An image in the {0} file failed to load.,Ein Bild in der Datei {0} konnte nicht geladen werden.,,Ico image failed to load
desktop_windowlockzoomlevel,Minimum zoom level for interacting with window contents (%),Mindestzoomstufe zur Interaktion mit Fensterinhalten (%),,preference description for when a window is locked and only responds to mouse interaction for dragging
PlatformImage_Generate,Generate,Generieren,,button caption for the generate images button
SpriteEditor_CollisionType,Type,Typ,,Collision type label
NoChangesWillBeLost,You have unsaved changes and will be prompted to save.,Sie haben ungespeicherte Änderungen und werden zum Speichern aufgefordert.,,Save message on restart prompt
PlatformImage_GenerateTitle,Generate Project Images,Projektbilder generieren,,window title for the platform image generation module
PlatformImage_BorderColour,Border Colour,Randfarbe,,colour select caption for image generation
PlatformImage_GenerationType,Generation Mode,Erstellungsmodus,,combobox caption for image generation type selection
ListBoxEnum_eImageGenerationType_KeepAspectRatio,Keep Aspect Ratio,Bildverhältnis beibehalten,,image generation type keep aspect ratio option
ListBoxEnum_eImageGenerationType_CropToFit,Crop To Fit,Zuschneiden,,image generation type keep aspect ratio by cropping option
ggs_use_facebook_extension,"In order to use this functionality, you will need to have the Facebook Extension installed.\nWould you like to download it now from the Marketplace?","Um diese Funktion nutzen zu können, muss die Facebook-Erweiterung installiert sein.\nMöchten Sie diese jetzt aus dem Marketplace herunterladen?",,Facebook extension not installed need to download it
ggs_use_googleplayservices_extension,"In order to use this functionality, you will need to have the Google Play Services Extension installed.\nWould you like to download it now?","Um diese Funktion nutzen zu können, muss die Google Play Services-Erweiterung installiert sein. Möchten Sie diese jetzt herunterladen?",,Google Play Services extension not installed and need to download it
ggs_use_amazonapi_extension,"In order to use this functionality, you will need to have the Amazon API Extension installed.\nWould you like to download it now from the Marketplace?","Um diese Funktion nutzen zu können, muss die Amazon API-Erweiterung installiert sein.\nMöchten Sie diese jetzt aus dem Marketplace herunterladen?",,Amazon API extension not installed and need to download it
ggs_use_google_apkexpansion_extension,"In order to use this functionality, you will need to have the Google Play APK Expansion Extension installed.\nWould you like to download it now from the Marketplace?","Um diese Funktion nutzen zu können, muss die Google Play APK-Erweiterung installiert sein.\nMöchten Sie diese jetzt aus dem Marketplace herunterladen?",,Google Play APK Expansion extension not installed and need to download it
ggs_use_google_licensing_extension,"In order to use this functionality, you will need to have the Google Play Licensing Expansion Extension installed.\nWould you like to download it now from the Marketplace?","Um diese Funktion nutzen zu können, muss die Google Play Licensing Expansion-Erweiterung installiert sein.\nMöchten Sie diese jetzt aus dem Marketplace herunterladen?",,Google Play APK Expansion extension not installed and need to download it
ListBoxEnum_eImageGenerationType_Stretch,Stretch,Dehnen,,image generation type stretch option
aboutbox_ide_version,IDE Version:,IDE-Version,,IDE Version in About Box
aboutbox_runtime_version,Current Runtime:,Aktuelle Runtime:,,Current Runtime in About Box
aboutbox_time_in_ide,Time in IDE,Zeit in IDE,,Overall Time spent in IDE
aboutbox_onlinestatus,Online Status:,Online Status:,,Online Status in About Box
aboutbox_onlinestatus_isonline,Online,Online,,Is Online status
aboutbox_onlinestatus_isoffline,Offline,Offline,,Is Offline status
aboutbox_username,Username:,Benutzername:,,Username in About Box
aboutbox_graphicsvendor,Graphics Vendor:,Grafikkartenhersteller:,,Graphics Vendor in About Box
aboutbox_cpuvendor,CPU Vendor:,Prozessorhersteller:,,CPU Vendor in About Box
Views_Menu_ImageGenerator,Generate Project Images,Projektbilder generieren,,the ide menu entry for opening the project image generator window
PlatformImage_NoFileSelectedTitle,No Image Selected,Kein Bild ausgewählt,,the title for the warning message that no image has been selected
PlatformImage_NoFileSelectedMessage,Please select an image using the file browser,Bitte wählen Sie ein Bild mit dem Dateibrowser,,the warning message that no image has been selected
PlatformImage_Images,Images:,Bilder:,,the images section header
PlatformImage_Icons,Icons:,Symbole,,the icons section header
OverwriteFramesTitle,Replace all frames,Alle Frames ersetzen,,image editor replace frames with os GML Visual files dialog title
OverwriteFramesMessage,Do you wish to replace ALL the frames with the dropped image files?,Möchten Sie ALLE Frames mit den gezogenen Bilddateien ersetzen?,,image editor replace frames with os GML Visual files dialog title
ListBoxEnum_eSymbolType_eNone,Unknown,Unbekannt,,Symbol type
ListBoxEnum_eSymbolType_eEnumEntry,Enum Field,Enum-Feld,,Symbol type
ListBoxEnum_eSymbolType_eGlobal,Global Variable,Globale Variable,,Symbol type
ListBoxEnum_eSymbolType_eLocal,Local Variable,Lokale Variable,,Symbol type
ListBoxEnum_eSymbolType_eVariable,Variable,Variable,,Symbol type
ListBoxEnum_eSymbolType_eBuiltInVariable,Built-in Variable,Integrierte Variable,,Symbol type
ListBoxEnum_eSymbolType_eMacro,Macro,Makro,,Symbol type
ListBoxEnum_eSymbolType_eEnum,Enum,Enum,,Symbol type
ListBoxEnum_eSymbolType_eKeyword,Keyword,Schlüsselwort,,Symbol type
ListBoxEnum_eSymbolType_eConstant,Constant,Konstant,,Symbol type
ListBoxEnum_eSymbolType_eFunction,Function,Funktion,,Symbol type
ListBoxEnum_eSymbolType_eScript,Script,Skript,,Symbol type
ListBoxEnum_eSymbolType_eResource,Resource,Ressource,,Symbol type
ListBoxEnum_eSymbolType_eObsolete,Obsolete,Überflüssig,,Symbol type
Sprite_PreviewErrorMsg,The file '{0}' is not supported. See Compile Errors window.,Die Datei '{0}' wird nicht unterstützt. Siehe Kompilierfehler-Fenster.,,Generate preview error message
serverportunavailable_title,Webserver Port Unavailable,Webserver-Port nicht verfügbar,,Webserver Port Unavailable title message
Marketplace_MyLibrary_Empty,Your library is empty.,Ihre Bibliothek ist leer.,,Empty library
Marketplace_MyLibrary_ClickToBrowse,Click here to browse the marketplace.,"Klicken Sie hier, um im Marketplace zu stöbern.",,Click to browse marketplace
StartPage_Offline,This link cannot be opened as you are currently offline.,"Dieser Link kann nicht geöffnet werden, da Sie aktuell offline sind.",,User is offline and trying to open an external url
debuggerporttouse,Debugger port,Debugger-Port,,Port for Debugger to use label in Settings
realtimedebugging,Enable real-time debugging,Echtzeit-Debugging aktivieren,,Enable real-time debugging label in Settings
syntaxcheckingdelay,Syntax Checking delay (ms),Syntax-Überprüfungsverzögerung (ms),,Syntax Checking delay (ms) setting label
codecompletiondelay,Code Completion delay (ms),Code-Vervollständigungsverzögerung (ms),,Code Completion delay (ms) setting label
ggs_draw_colour,Default draw colour,Standard-Zeichenfarbe,,the option for the default draw colour
defaultprojectdrawcolour_description,Initial default draw colour for new projects,Anfängliche Standard-Zeichenfarbe für neue Projekte,,the preference for setting the default draw colour option on project creation
macroeditor_title,IDE Environment Variables,IDE-Umgebungsvariablen,,MacroEditor title
GMLVisualModule_LivePreview_Text,Preview (Read-Only),Vorschau (schreibgeschützt),,GML Visual module live preview top comment text
No_Resources_To_Add,No resources to add,Keine Ressourcen zum Hinzufügen,,Add from Default View status message
FreeVersion_ProjectInvalid,The project '{0}' cannot be loaded with GameMaker Trial,Das Projekt '{0}' kann mit der Testversion von GameMaker nicht geladen werden,,Error message when the user tries to load a project that exceeds free limits
FreeVersion_ResourceLimitReached,You have reached the limits of GameMaker Trial for '{0}'.,Sie haben die Grenzen der Testversion von GameMaker für ‚{0}‘ erreicht.,,Error message when the user tries to create more resources than the Trial version allows
FreeVersion_SpineNotSupported,Spine files are not supported in GameMaker Trial,Spine-Dateien werden in der Testversion von GameMaker nicht unterstützt,,Spine files are not supported in the Trial version of GameMaker error message
FreeVersion_SWFNotSupported,SWF files are not supported in GameMaker Trial,SWF-Dateien werden in der Testversion von GameMaker nicht unterstützt,,SWF files are not supported in the Trial version of GameMaker error message
FreeVersion_ImportNotSupported,Importing projects is not supported in GameMaker Trial,Das Importieren von Projekten wird in der Testversion von GameMaker nicht unterstützt,,Importing projects is not supported in the Trial version of GameMaker error message
FreeVersion_MarketplaceNotSupported,Marketplace cannot be accessed in GameMaker Trial,Der Marketplace ist in der Testversion von GameMaker nicht zugänglich,,Marketplace cannot be accessed from the Trial version of GameMaker error message
FreeVersion_UnsupportedResources,'{0}' contains resources not supported by GameMaker Trial,"'{0}' enthält Ressourcen, die von GameMaker Trial nicht unterstützt werden",,Unsupported resources error message
SpriteResizeTileset,Recalculate tile set after resize,Tileset nach Größenänderung neu berechnen,,Resize dialog checkbox for sprite used as tileset
SpriteResizeTilesetSelect,This sprite is used by multiple tile sets of varying tile sizes. Select a reference tile set for this operation.,Dieses Sprite wird von mehreren Tilesets mit verschiedenen Tile-Größen verwendet. Wählen Sie ein Referenz-Tileset für diesen Vorgang.,,Multiple tilesets pick one
SelectTileSetTitle,Select Reference Tile Set,Referenz-Tileset auswählen,,Pick a tile set dialog title
SelectTileSet_NoneSelected,No tile set was selected. Cannot complete operation.,Kein Tileset ausgewählt. Vorgang kann nicht abgeschlossen werden.,,No tile set selected message
DocumentWindow_Title_FragmentShader,{0} Fragment Shader,{0} Fragment Shader,,Fragment Shader title
DocumentWindow_Title_VertexShader,{0} Vertex Shader,{0} Vertex Shader,,Vertex Shader title
DocumentWindow_Title_CombinedShader,{0},{0},,Combined Shader title
DocumentWindow_Title_ObjectEvent,{0}: {1},{0}: {1},,Single Object Event title
DocumentWindow_Title_ObjectMultipleEvents,{0}: Events,{0}: Ereignisse,,Single Object Multiple Events
DocumentWindow_Title_Note,{0},{0},,Single Note
DocumentWindow_Title_Notes,Notes,Notizen,,Multiple Notes
DocumentWindow_Title_Script,{0},{0},,Single Script
DocumentWindow_Title_TimelineMoment,{0}: Moment {1},{0}: Moment {1},,Single Timeline Single Moment
DocumentWindow_Title_TimelineMultipleMoments,{0}: Moments,{0}: Momente,,Single Timeline Multiple Moments
DocumentWindow_Title_RoomCreationCode,{0} Creation Code,{0} Erstellungscode,,Room Creation Code
DocumentWindow_Title_RoomInstanceCreationCode,{0}:{1} - Creation Code,{0}:{1} - Erstellungscode,,Single Room Single Instance Creation Code
OutputWindowTextSettings,Output Window Font Settings,Schriftarteinstellungen für Ausgabefenster,,Output Window Font Settings
SourceControlTextSettings,Source Control Window Font Settings,Schriftarteinstellungen für Quellkontrollfenster,,Source Control Window Font Settings
BreakpointTextSettings,Breakpoint Window Font Settings,Schriftarteinstellungen für Breakpoint-Fenster,,Breakpoint Window Font Settings
SearchReplaceTextSettings,Search Result Window Font Settings,Schriftarteinstellungen für Suchergebnisfenster,,Search Result Window Font Settings
SyntaxErrorsTextSettings,Syntax Error Window Font Settings,Schriftarteinstellungen für Syntaxfehlerfenster,,Syntax Error Window Font Settings
CompileErrorsTextSettings,Compile Error Window Font Settings,Schriftarteinstellungen für Kompilierfehlerfenster,,Compile Error Window Font Settings
desktop_ctrlmousewheelzoom,Mouse wheel zoom requires ${ctrl} key,Mausrad-Zoom erfordert ${ctrl}-Taste,,Preference description for whether the user needs to hold ctrl to zoom in/out
dpi_setting_change,DPI override changes requires a restart of the IDE. Do you want to restart now?,Änderungen an DPI-Überschreibungen erfordern Neustart der IDE. Jetzt neu starten?,,Restart IDE after a DPI change
dpi_override,Enable DPI override,DPI-Überschreibung,,DPI Override
ggs_allow_game_statistics,Allow anonymous game statistics,Anonyme Spielstatistiken gestatten,,Allow anonymous game statistics
LicenceExcluded_ggs_allow_game_statistics,Statistics cannot be turned off on 'Creator' platforms,Statistiken können auf ‚Creator‘-Plattformen nicht deaktiviert werden,Do not localise 'Creator' it's a product name,Trial stats tooltip on checkbox
LicenceFree_ggs_allow_game_statistics,Statistics cannot be turned off in GameMaker Trial,Statistiken können bei Testversion von GameMaker nicht deaktiviert werden,,Trial stats tooltip on checkbox
ggs_statistics_off,Are you sure you want to turn statistics off?\n\nAnonymous statistics allow us to provide developers with info about their target audience and focus development in key areas,"Möchten Sie die Statistiken wirklich deaktivieren?\n\nAnonyme Statistiken stellen Entwicklern Informationen zur Zielgruppe bereit und ermöglichen es, Entwicklungsschwerpunkte zu setzen",,Message when turning off anonymous statistics
ggs_statistics_choice,Automatic response to turning off anonymous statistics,Automatische Reaktion auf Deaktivierung anonymer Statistiken,,Confirm dialog option
ResourceTree_DataFileAlreadyExists,Included file '{0}' already exists.\nOperation cancelled.,Die enthaltene Datei '{0}' existiert bereits.\nVorgang abgebrochen.,,Warn the user that an included file already exists and therefore the operation has been cancelled
RestoreResourceName_DirectoryFailure,Renaming failed: unable to restore directory '{0}' to its original name. Please see the output panel for more details.,Umbenennung fehlgeschlagen: Verzeichnis ‚{0}' kann nicht auf Originalnamen zurückgesetzt werden. Weitere Einzelheiten im Ausgabefenster.,,Error message when attempting to restore a bad resource rename fails
RestoreResourceName_FilesFailure,Renaming failed: unable to restore files to their correct state. Please see the output panel for more details.,Umbenennung fehlgeschlagen: Dateien können nicht in ihren korrekten Zustand zurückgesetzt werden. Weitere Einzelheiten im Ausgabefenster.,,Error message when attempting to restore a bad resource rename fails
SaveFailures_Title,Save Project Failed,Projektspeicherung fehlgeschlagen,,Save project failed dialog title
SaveFailures_Message,Unable to save the following files (please see the output panel for more details).,Die folgenden Dateien konnten nicht gespeichert werden (weitere Einzelheiten im Ausgabefenster).,,Save project failed dialog message
GMLVisualMaker_CantRegenerateAction,Cannot regenerate this action.,Diese Aktion kann nicht regeneriert werden.,,Cant regenerate
PNG2Tileset_ImportDialog,Import image and convert to Tilemap,Bild importieren und in Tilemap umwandeln,,Import an image and convert to a tilemap dilog
PNG2Tileset_ImageLeft,Left Edge,Linker Rand,,Pixel offset to left edge of image
PNG2Tileset_ImageTop,Top Edge,Oberer Rand,,Pixel offset to top of image
PNG2Tileset_ImageRight,Right Edge,Rechter Rand,,Pixel offset to right edge of image
PNG2Tileset_ImageBottom,Bottom Edge,Unterer Rand,,Pixel offset to bottom of image
PNG2Tileset_TilesetSpriteWidth,Destination Width,Zielbreite,,Target width of the new tileset sprite
PNG2Tileset_ImportOptions,Import options,Importoptionen,,Options for importing an imate and converting to tilesets
PNG2Tileset_GenerateButton,Generate Map,Map erstellen,,Button to create the tileset and map!
PNG2Tileset_SpriteName,Sprite Name,Sprite-Name,,Text for sprite name label
PNG2Tileset_TilemapName,Tilemap Name,Tilemap-Name,,Text for tilemap name label
PNG2Tileset_LayerName,Layer Name,Ebenenname,,Text for layer name label
PNG2Tileset_ColourLabel,Remove Colour,Farbe entfernen,,Colour to remove on import
PNG2Tileset_ImageTooLarge,The selected image is too large to display,Das ausgewählte Bild ist zur Anzeige zu groß,,Error message to display if the map is > max texture size
platformdevice_detect_browsers,Detect Browsers,Browser erkennen,,Button to auto-detect installed web browsers
RoomEditor_GenerateTileMapFromImage,Convert Image to Tilemap,Bild in Tilemap umwandeln,,menu entry for taking an image and building a tileset/tilemap from it
ResourceTree_SetRoomParent,Are you sure you want to set '{0}' as the room inheritance parent of '{1}'?,Möchten Sie '{0}' wirklich als übergeordnetes Raumvererbungselement für '{1}' festlegen?,,message displayed when attempting to drag a room onto another in the resource tre
resourcetree_automaticsetparentroom,Automatic response to setting a room parent via node drag,Automatische Reaktion auf Festlegung von Raum übergeordnetem Element per Knoten-Ziehen,,the automatic response to dragging rooms to become child rooms in the resource tree
resourcetree_automaticviewdeletion,Automatic response to deleting custom views,Automatische Reaktion auf Löschen benutzerdefinierter Ansichten,,the automatic response when deleting a custom view
RoomEditor_InstanceLockToolTip,Lock Instance,Instanz sperren,,tooltip for instance lock
RoomEditor_GraphicLockToolTip,Lock Graphic,Grafik sperren,,tooltip for graphic lock
FontEditor_ReplacementGlyphError,Using symbols not found in font (?),"Verwenden von Symbolen, die nicht in Schriftart enthalten sind (?)",,Font glyph error
FontEditor_ReplacementGlyphError_Tooltip,This font is missing one or more symbols and will get replacements from other fonts,Bei dieser Schriftart fehlen ein oder mehrere Symbole und diese werden aus anderen Schriftarten ersetzt,,Tooltip
Font_TooLargeTexPage,Font ""{0}"" packs more characters than can fit on the texture page. Some characters will not be visible.,Font ""{0}"" beinhaltet mehr Zeichen"," als auf die Texturseite passen. Einige Zeichen werden nicht zu sehen sein.,,Font too large for texture page warning dialog
Event_Gesture,Gesture,Geste,,Gesture event name
Event_Gesture_Global,Global,Global,,Gesture event subtype
Event_Gesture_Tap,Tap,Tippen,,Tap gesture event name
Event_Gesture_DoubleTap,Double Tap,Doppeltippen,,Double tap gesture event name
Event_Gesture_DragStart,Drag Start,Start von Ziehen,,Drag start gesture event name
Event_Gesture_DragMove,Dragging,Ziehen,,Dragging gesture event name
Event_Gesture_DragEnd,Drag End,Ende von Ziehen,,Drag end gesture event name
Event_Gesture_Flick,Flick,Schnipsen,,Flick gesture event name
Event_Gesture_PinchStart,Pinch Start,Start von Zusammenziehen,,Pinch start gesture event name
Event_Gesture_PinchIn,Pinch In,Zusammenziehen hinein,,Pinch in gesture event name
Event_Gesture_PinchOut,Pinch Out,Zusammenziehen heraus,,Pinch out gesture event name
Event_Gesture_PinchEnd,Pinch End,Ende von Zusammenziehen,,Pinch end gesture event name
Event_Gesture_RotateStart,Rotate Start,Start von Drehen,,Rotate start gesture event name
Event_Gesture_Rotating,Rotating,Drehen,,Rotating gesture event name
Event_Gesture_RotateEnd,Rotate End,Ende von Drehen,,Rotate end gesture event name
Event_Gesture_Global_Tap,Global Tap,Tippen (global),,Global tap gesture event name
Event_Gesture_Global_DoubleTap,Global Double Tap,Doppeltippen (global),,Global double tap gesture event name
Event_Gesture_Global_DragStart,Global Drag Start,Start von Ziehen (global),,Global drag start gesture event name
Event_Gesture_Global_DragMove,Global Dragging,Ziehen (global),,Global dragging gesture event name
Event_Gesture_Global_DragEnd,Global Drag End,Ende von Ziehen (global),,Global drag end gesture event name
Event_Gesture_Global_Flick,Global Flick,Schnipsen (global),,Global flick gesture event name
Event_Gesture_Global_PinchStart,Global Pinch Start,Start von Zusammenziehen (global),,Global Pinch Start gesture event name
Event_Gesture_Global_PinchIn,Global Pinch In,Zusammenziehen hinein (global),,Global Pinch In gesture event name
Event_Gesture_Global_PinchOut,Global Pinch Out,Zusammenziehen heraus (global),,Global Pinch Out gesture event name
Event_Gesture_Global_PinchEnd,Global Pinch End,Ende von Zusammenziehen (global),,Global Pinch End gesture event name
Event_Gesture_Global_RotateStart,Global Rotate Start,Start von Drehen (global),,Global Rotate Start gesture event name
Event_Gesture_Global_Rotating,Global Rotating,Drehen (global),,Global Rotating gesture event name
Event_Gesture_Global_RotateEnd,Global Rotate End,Ende von Drehen (global),,Global Rotate End gesture event name
MarketplaceFilter_Downloaded,Downloaded,Heruntergeladen,,Downloaded filter name for marketplace library
MarketplaceFilter_GMS2Only,GMS 2.x,GMS 2.x,,Studio 2 assets filter name for marketplace library
MarketplaceFilter_GMS1Only,GMS 1.x,GMS 1.x,,Studio 1 assets filter name for marketplace library
ide_language_description,IDE language,IDE-Sprache,,Label beside the IDE language selection
notification_popups,Enable notifications,Benachrichtigungen aktivieren,,Enable Notification messages
notification_timeout,Notification timeout (ms),Benachrichtigungs-Zeitüberschreitung (ms),,Notification timeout in ms
android_linktoamazonsubmit,Link to Amazon Submission Guide,Link zu Amazon-Einsendungsleitfaden,,Link to Amazon Submission Guide
RemoteWorker_AddWorker,Add Worker,Worker hinzufügen,,Add Worker Dialog Title
RemoteWorker_DeleteDialogMessage,Are you sure you wish to delete this remote?,Möchten Sie dieses Remote wirklich löschen?,,the message when a user tries to delete a remote
RemoteWorker_DeleteDialogTitle,Delete Remote,Remote löschen,,message title when the user wants to delete a remote
Settings_VCVARS32,You must specifiy the full path to the VCVARS32.BAT file,Sie müssen den vollen Pfad zur Datei VCVARS32.BAT angeben,,Shown when you don't specify the vcvars32.bat file
Error_PS4ParamEditor,PARAM.SFO editor not available on Mac.\nPlease edit on Windows and copy to {0}/options/ps4/sce_sys/PARAM.SFO,PARAM.SFO Editor nicht auf Mac verfügbar.\nBitte unter Windows bearbeiten und nach {0}/options/ps4/sce_sys/PARAM.SFO kopieren,,Shown when trying to edit PARAM.SFO on the Mac
Error_PS4TrophyEditor,Trophy editor not available on Mac.\nPlease edit on Windows and copy to {0}/options/ps4/sce_sys/trophy/trophy00.trp,Trophäeneditor nicht auf Mac verfügbar.\nBitte unter Windows bearbieten und nach {0}/options/ps4/sce_sys/trophy/trophy00.trp kopieren,,Shown when trying to edit PS4 trophies on the Mac
FindReplace_Title,Find and Replace,Suchen und Ersetzen,,Find and Replace title
